"SOURCE_TABLE","SOURCE_COLUMN","SOURCE_VALUE","SOURCE_DESCRIPTION","TARGET_TABLE","TARGET_COLUMN","TARGET_CONCEPT_ID_CHAR","COMMENTS","TARGET_CONCEPT_ID"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3112","TRICARE  Extra�PPO","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3115","TRICARE  Reserve  Select","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3116","Uniformed  Services  Family  Health  Plan  (USFHP)  --  HMO","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3119","Department  of  Defense  -  (other)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32","Department  of  Veterans  Affairs","","","295","From N3C","295"
"LAB_RESULT_CM","RESULT_UNIT","[degF]","","MEASUREMENT","UNIT_CONCEPT_ID","9289","UNC","9289"
"LAB_RESULT_CM","RESULT_UNIT","{beats}/min","","MEASUREMENT","UNIT_CONCEPT_ID","8541","UNC","8541"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32122","Foreign  Fee/Foreign  Medical  Program  (FMP)","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","322","Non-veteran  care","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","331","Indian  Health  Service  �  Regular","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","34","HRSA  Program","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3812",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","4","DEPARTMENTS  OF  CORRECTIONS","","","325","From N3C","325"
"ENCOUNTER","PAYER_TYPE_PRIMARY","516","Commercial  Managed  Care  -  Pharmacy  Benefit  Manager","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","522","Self-insured  (ERISA)  Administrative  Services  Only  (ASO)  plan","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","55","Small  Employer  Purchasing  Group","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","62","BC  Insurance  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","621","BC  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","73","POS","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","822","Professional  Courtesy","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","84","Hill  Burton  Free  Care","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","91","Foreign  National","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","953","Worker's  Comp  Fee-for-Service","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","9999","Unavailable  /  No  Payer  Specified  /  Blank","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","11","Medicare  (Managed  Care)","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","2","MEDICAID","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","25","Medicaid  -  Out  of  State","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3115","TRICARE  Reserve  Select","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3122","Non-enrolled  Space  Available","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3123","TRICARE  For  Life  (TFL)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3211","Direct  Care--Care  provided  in  VA  facilities","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","32125","Sharing  Agreements","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3222","Spina  Bifida  Health  Care  Program  (SB)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","333","Indian  Health  Service  -  Managed  Care","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","334","Indian  Tribe  -  Sponsored  Coverage","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","343","Ryan  White  Act","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","369",""State","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3713","POS","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","382",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","391","Federal  Employee  Health  Plan  �  Use  when  known.","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","515","Gatekeeper  PPO  (GPPO)","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","521","Commercial  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","54","Organized  Delivery  System","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","55","Small  Employer  Purchasing  Group","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","56","Specialized  Stand  Alone  Plan","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","613","BC  Managed  Care  �  POS","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","621","BC  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","7",""MANAGED  CARE","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","822","Professional  Courtesy","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","89",""No  Payment","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","94","Long-term  Care  Insurance","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","NI","No  information","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","OT","Other","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","UN","Unknown","","","0","From N3C","0"
"ENCOUNTER","ENC_TYPE","ED","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","9203","From N3C","9203"
"ENCOUNTER","ENC_TYPE","UN","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","HELICOPTER_BASED_CARE","OTHER_OUTPATIENT_CARE_SITE-subset","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_LONG_TERM_CARE","INPATIENT_HEALTH_FACILITY_CARE-subset","","","38004277","From N3C","38004277"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_ENDOCRINOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_GERIATRIC_HEALTH_CENTER","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_OPHTHALMOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004262","From N3C","38004262"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_RHEUMATOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_PSYCHIATRIC","INPATIENT_HEALTH_FACILITY_CARE-subset","","","38004284","From N3C","38004284"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_RADIOLOGY_FACILITY","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","NURSING_HOME","INPATIENT_HEALTH_FACILITY_CARE-subset","","","8676","From N3C","8676"
"ENCOUNTER","FACILITY_TYPE","OT","Other","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","SPORTS_FACILITY","OTHER_CARE_SITE-subset","","","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","TRAVELERS_AID_CLINIC","OTHER_OUTPATIENT_CARE_SITE-subset","","","38004207","From N3C","38004207"
"ENCOUNTER","FACILITY_TYPE","VACCINATION_CLINIC","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","8858","From N3C","8858"
"ENCOUNTER","PAYER_TYPE_PRIMARY","111","Medicare  HMO","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","123","Medicare  Medical  Savings  Account  (MSA)","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","129","Medicare  Non-managed  Care  Other","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3","OTHER  GOVERNMENT  (Federal/State/Local)  (excluding  Department  of  Corrections)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3122","Non-enrolled  Space  Available","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","36","State  Government","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","44","Corrections  Unknown  Level","","","325","From N3C","325"
"ENCOUNTER","PAYER_TYPE_PRIMARY","523","Medicare  supplemental  policy  (as  second  payer)","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","612","BC  Managed  Care  �  PPO","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","7",""MANAGED  CARE","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","72","PPO","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","79","Other  Managed  Care","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","8","NO  PAYMENT  from  an  Organization/Agency/Program/Private  Payer  Listed","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","954","Worker�s  Comp  Other  Managed  Care","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","98","Other  specified  but  not  otherwise  classifiable  (includes  Hospice  -  Unspecified  plan)","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","OT","Other","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","1","MEDICARE","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","12","Medicare  (Non-managed  Care)","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","122","Medicare  Drug  Benefit","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","191","Medicare  Pharmacy  Benefit  Manager","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","211","Medicaid  HMO","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","212","Medicaid  PPO","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","22","Medicaid  (Non-managed  Care  Plan)","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","299","Medicaid  -  Dental","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","311","TRICARE  (CHAMPUS)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3112","TRICARE  Extra�PPO","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3113","TRICARE  Standard  -  Fee  For  Service","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","32127","Dental  Care","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","32128","Vision  Care","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3223","Children  of  Women  Vietnam  Veterans  (CWVV)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","34","HRSA  Program","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","4","DEPARTMENTS  OF  CORRECTIONS","","","325","From N3C","325"
"ENCOUNTER","PAYER_TYPE_SECONDARY","514","Exclusive  Provider  Organization","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","529","Private  health  insurance�other  commercial  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","561","Dental","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","6","BLUE  CROSS/BLUE  SHIELD","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","612","BC  Managed  Care  �  PPO","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","81","Self-pay","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","95","Worker's  Compensation","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","959",""Worker's  Comp","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","97","Legal  Liability  /  Liability  Insurance","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","99","No  Typology  Code  available  for  payment  source","","","435","From N3C","435"
"ENCOUNTER","ENC_TYPE","AV","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","9202","From N3C","9202"
"ENCOUNTER","ENC_TYPE","OS","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","581385","From N3C","581385"
"ENCOUNTER","FACILITY_TYPE","FREE_STANDING_LABORATORY_FACILITY","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","32036","From N3C","32036"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_DENTAL_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004218","From N3C","38004218"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_GENERAL_SURGERY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_HEMATOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_INFECTIOUS_DISEASE_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_PAIN_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","38004249","From N3C","38004249"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_REHABILITATION","INPATIENT_HEALTH_FACILITY_CARE-subset","","","38004285","From N3C","38004285"
"ENCOUNTER","FACILITY_TYPE","LOCAL_COMMUNITY_HEALTH_CENTER","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38004216","From N3C","38004216"
"ENCOUNTER","FACILITY_TYPE","RURAL_HEALTH_CENTER","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","8761","From N3C","8761"
"ENCOUNTER","FACILITY_TYPE","SEXUALLY_TRANSMITTED_DISEASE_HEALTH_CENTER","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38004207","From N3C","38004207"
"ENCOUNTER","PAYER_TYPE_PRIMARY","12","Medicare  (Non-managed  Care)","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","121","Medicare  FFS","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","122","Medicare  Drug  Benefit","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","213","Medicaid  PCCM  (Primary  Care  Case  Management)","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","313","Dental  --Stand  Alone","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3211","Direct  Care--Care  provided  in  VA  facilities","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3212","Indirect  Care--Care  provided  outside  VA  facilities","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32124","State  Veterans  Home","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","343","Ryan  White  Act","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","362","Specific  state  programs  (list/  local  code)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","369",""State","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","379",""Local","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","389",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","512","Commercial  Managed  Care  -  PPO","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","513","Commercial  Managed  Care  -  POS","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","514","Exclusive  Provider  Organization","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","521","Commercial  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","6","BLUE  CROSS/BLUE  SHIELD","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","89",""No  Payment","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","94","Long-term  Care  Insurance","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","99","No  Typology  Code  available  for  payment  source","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","111","Medicare  HMO","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","112","Medicare  PPO","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","129","Medicare  Non-managed  Care  Other","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","213","Medicaid  PCCM  (Primary  Care  Case  Management)","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","29","Medicaid  Other","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","31","Department  of  Defense","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","313","Dental  --Stand  Alone","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","32121","Fee  Basis","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","361","State  SCHIP  program  (codes  for  individual  states)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_SECONDARY","38",""Other  Government  (Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","381",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3819",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","389",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","41","Corrections  Federal","","","325","From N3C","325"
"ENCOUNTER","PAYER_TYPE_SECONDARY","52","Private  Health  Insurance  -  Indemnity","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","523","Medicare  supplemental  policy  (as  second  payer)","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","614","BC  Managed  Care  -  Dental","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","622","BC  Self-insured  (ERISA)  Administrative  Services  Only  (ASO)Plan","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_SECONDARY","84","Hill  Burton  Free  Care","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_SECONDARY","93","Disability  Insurance","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","953","Worker's  Comp  Fee-for-Service","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","954","Worker�s  Comp  Other  Managed  Care","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_SECONDARY","98","Other  specified  but  not  otherwise  classifiable  (includes  Hospice  -  Unspecified  plan)","","","344","From N3C","344"
"ENCOUNTER","ENC_TYPE","IP","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","9201","From N3C","9201"
"ENCOUNTER","ENC_TYPE","IS","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","42898160","From N3C","42898160"
"ENCOUNTER","ENC_TYPE","OT","","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","0","From N3C","0"
"ENCOUNTER","FACILITY_TYPE","FREE_STANDING_RADIOLOGY_FACILITY","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38004250","From N3C","38004250"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_AMBULATORY_SURGERY_FACILITY","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","8883","From N3C","8883"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_DERMATOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_IMMUNOLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_NEUROLOGY_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_OBSTETRICAL_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_PERIPHERAL_VASCULAR_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","HOSPITAL_OUTPATIENT_RESPIRATORY_DISEASE_CLINIC","HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset","","","9202","From N3C","9202"
"ENCOUNTER","FACILITY_TYPE","PSYCHOGERIATRIC_DAY_HOSPITAL","CLINIC/CENTER_AMBULATORY_OUTPATIENT_CARE-subset","","","38004210","From N3C","38004210"
"ENCOUNTER","PAYER_TYPE_PRIMARY","119","Medicare  Managed  Care  Other","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_PRIMARY","2","MEDICAID","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","219","Medicaid  Managed  Care  Other","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","26","Medicaid  �  Long  Term  Care","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","299","Medicaid  -  Dental","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3111","TRICARE  Prime�HMO","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3123","TRICARE  For  Life  (TFL)","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_PRIMARY","321","Veteran  care--Care  provided  to  Veterans","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32121","Fee  Basis","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","32128","Vision  Care","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3223","Children  of  Women  Vietnam  Veterans  (CWVV)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","341","Title  V  (MCH  Block  Grant)","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","349","Other","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","35","Black  Lung","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","3811",""Federal","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","39","Other  Federal","","","295","From N3C","295"
"ENCOUNTER","PAYER_TYPE_PRIMARY","43","Corrections  Local","","","325","From N3C","325"
"ENCOUNTER","PAYER_TYPE_PRIMARY","53",""Managed  Care  (private)  or  private  health  insurance  (indemnity)","","","0","From N3C","0"
"ENCOUNTER","PAYER_TYPE_PRIMARY","54","Organized  Delivery  System","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","56","Specialized  Stand  Alone  Plan","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","561","Dental","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","613","BC  Managed  Care  �  POS","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","629","BC  Indemnity  -  Dental","","","327","From N3C","327"
"ENCOUNTER","PAYER_TYPE_PRIMARY","83","Refusal  to  Pay/Bad  Debt","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","85","Research/Donor","","","435","From N3C","435"
"ENCOUNTER","PAYER_TYPE_PRIMARY","9","MISCELLANEOUS/OTHER","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_PRIMARY","96","Auto  Insurance  (includes  no  fault)","","","344","From N3C","344"
"ENCOUNTER","PAYER_TYPE_SECONDARY","113","Medicare  POS","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","119","Medicare  Managed  Care  Other","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","19","Medicare  Other","","","280","From N3C","280"
"ENCOUNTER","PAYER_TYPE_SECONDARY","21","Medicaid  (Managed  Care)","","","289","From N3C","289"
"ENCOUNTER","PAYER_TYPE_SECONDARY","3116","Uniformed  Services  Family  Health  Plan  (USFHP)  --  HMO","","","375","From N3C","375"
"ENCOUNTER","PAYER_TYPE_SECONDARY","321","Veteran  care--Care  provided  to  Veterans","","","295","From N3C","295"
